system1Id,documentId,system2Id,system1rank,segmentId,trglang,srcIndex,system2rank,system1Number,srclang,judgeID,system2Number
POST,-1,CUUI,3,12,-1,12,1,-1,-1,annotator01,-1
POST,-1,IITB,3,12,-1,12,1,-1,-1,annotator01,-1
POST,-1,INPUT,3,12,-1,12,1,-1,-1,annotator01,-1
POST,-1,IPN,3,12,-1,12,1,-1,-1,annotator01,-1
POST,-1,NTHU,3,12,-1,12,1,-1,-1,annotator01,-1
POST,-1,PKU,3,12,-1,12,1,-1,-1,annotator01,-1
POST,-1,RAC,3,12,-1,12,1,-1,-1,annotator01,-1
POST,-1,SJTU,3,12,-1,12,1,-1,-1,annotator01,-1
POST,-1,UFC,3,12,-1,12,1,-1,-1,annotator01,-1
POST,-1,UMC,3,12,-1,12,1,-1,-1,annotator01,-1
AMU,-1,CAMB,2,12,-1,12,1,-1,-1,annotator01,-1
AMU,-1,CUUI,2,12,-1,12,1,-1,-1,annotator01,-1
AMU,-1,IITB,2,12,-1,12,1,-1,-1,annotator01,-1
AMU,-1,INPUT,2,12,-1,12,1,-1,-1,annotator01,-1
AMU,-1,IPN,2,12,-1,12,1,-1,-1,annotator01,-1
AMU,-1,NTHU,2,12,-1,12,1,-1,-1,annotator01,-1
AMU,-1,PKU,2,12,-1,12,1,-1,-1,annotator01,-1
AMU,-1,RAC,2,12,-1,12,1,-1,-1,annotator01,-1
AMU,-1,SJTU,2,12,-1,12,1,-1,-1,annotator01,-1
AMU,-1,UFC,2,12,-1,12,1,-1,-1,annotator01,-1
AMU,-1,UMC,2,12,-1,12,1,-1,-1,annotator01,-1
CAMB,-1,POST,2,15,-1,15,5,-1,-1,annotator01,-1
CAMB,-1,IPN,2,15,-1,15,5,-1,-1,annotator01,-1
CAMB,-1,UMC,2,15,-1,15,2,-1,-1,annotator01,-1
CAMB,-1,CUUI,2,15,-1,15,4,-1,-1,annotator01,-1
POST,-1,IPN,5,15,-1,15,5,-1,-1,annotator01,-1
POST,-1,UMC,5,15,-1,15,2,-1,-1,annotator01,-1
POST,-1,CUUI,5,15,-1,15,4,-1,-1,annotator01,-1
IPN,-1,UMC,5,15,-1,15,2,-1,-1,annotator01,-1
IPN,-1,CUUI,5,15,-1,15,4,-1,-1,annotator01,-1
UMC,-1,CUUI,2,15,-1,15,4,-1,-1,annotator01,-1
RAC,-1,IITB,5,18,-1,18,4,-1,-1,annotator01,-1
RAC,-1,INPUT,5,18,-1,18,4,-1,-1,annotator01,-1
RAC,-1,IPN,5,18,-1,18,4,-1,-1,annotator01,-1
RAC,-1,UFC,5,18,-1,18,4,-1,-1,annotator01,-1
RAC,-1,CUUI,5,18,-1,18,3,-1,-1,annotator01,-1
RAC,-1,NTHU,5,18,-1,18,2,-1,-1,annotator01,-1
RAC,-1,POST,5,18,-1,18,2,-1,-1,annotator01,-1
RAC,-1,PKU,5,18,-1,18,2,-1,-1,annotator01,-1
IITB,-1,CUUI,4,18,-1,18,3,-1,-1,annotator01,-1
INPUT,-1,CUUI,4,18,-1,18,3,-1,-1,annotator01,-1
IPN,-1,CUUI,4,18,-1,18,3,-1,-1,annotator01,-1
UFC,-1,CUUI,4,18,-1,18,3,-1,-1,annotator01,-1
IITB,-1,NTHU,4,18,-1,18,2,-1,-1,annotator01,-1
IITB,-1,POST,4,18,-1,18,2,-1,-1,annotator01,-1
INPUT,-1,NTHU,4,18,-1,18,2,-1,-1,annotator01,-1
INPUT,-1,POST,4,18,-1,18,2,-1,-1,annotator01,-1
IPN,-1,NTHU,4,18,-1,18,2,-1,-1,annotator01,-1
IPN,-1,POST,4,18,-1,18,2,-1,-1,annotator01,-1
UFC,-1,NTHU,4,18,-1,18,2,-1,-1,annotator01,-1
UFC,-1,POST,4,18,-1,18,2,-1,-1,annotator01,-1
IITB,-1,PKU,4,18,-1,18,2,-1,-1,annotator01,-1
INPUT,-1,PKU,4,18,-1,18,2,-1,-1,annotator01,-1
IPN,-1,PKU,4,18,-1,18,2,-1,-1,annotator01,-1
UFC,-1,PKU,4,18,-1,18,2,-1,-1,annotator01,-1
CUUI,-1,NTHU,3,18,-1,18,2,-1,-1,annotator01,-1
CUUI,-1,POST,3,18,-1,18,2,-1,-1,annotator01,-1
CUUI,-1,PKU,3,18,-1,18,2,-1,-1,annotator01,-1
NTHU,-1,PKU,2,18,-1,18,2,-1,-1,annotator01,-1
POST,-1,PKU,2,18,-1,18,2,-1,-1,annotator01,-1
IITB,-1,PKU,5,21,-1,21,4,-1,-1,annotator01,-1
INPUT,-1,PKU,5,21,-1,21,4,-1,-1,annotator01,-1
IPN,-1,PKU,5,21,-1,21,4,-1,-1,annotator01,-1
RAC,-1,PKU,5,21,-1,21,4,-1,-1,annotator01,-1
SJTU,-1,PKU,5,21,-1,21,4,-1,-1,annotator01,-1
UFC,-1,PKU,5,21,-1,21,4,-1,-1,annotator01,-1
IITB,-1,AMU,5,21,-1,21,2,-1,-1,annotator01,-1
INPUT,-1,AMU,5,21,-1,21,2,-1,-1,annotator01,-1
IPN,-1,AMU,5,21,-1,21,2,-1,-1,annotator01,-1
RAC,-1,AMU,5,21,-1,21,2,-1,-1,annotator01,-1
SJTU,-1,AMU,5,21,-1,21,2,-1,-1,annotator01,-1
UFC,-1,AMU,5,21,-1,21,2,-1,-1,annotator01,-1
IITB,-1,POST,5,21,-1,21,3,-1,-1,annotator01,-1
INPUT,-1,POST,5,21,-1,21,3,-1,-1,annotator01,-1
IPN,-1,POST,5,21,-1,21,3,-1,-1,annotator01,-1
RAC,-1,POST,5,21,-1,21,3,-1,-1,annotator01,-1
SJTU,-1,POST,5,21,-1,21,3,-1,-1,annotator01,-1
UFC,-1,POST,5,21,-1,21,3,-1,-1,annotator01,-1
IITB,-1,NTHU,5,21,-1,21,4,-1,-1,annotator01,-1
INPUT,-1,NTHU,5,21,-1,21,4,-1,-1,annotator01,-1
IPN,-1,NTHU,5,21,-1,21,4,-1,-1,annotator01,-1
RAC,-1,NTHU,5,21,-1,21,4,-1,-1,annotator01,-1
SJTU,-1,NTHU,5,21,-1,21,4,-1,-1,annotator01,-1
UFC,-1,NTHU,5,21,-1,21,4,-1,-1,annotator01,-1
PKU,-1,AMU,4,21,-1,21,2,-1,-1,annotator01,-1
PKU,-1,POST,4,21,-1,21,3,-1,-1,annotator01,-1
PKU,-1,NTHU,4,21,-1,21,4,-1,-1,annotator01,-1
AMU,-1,POST,2,21,-1,21,3,-1,-1,annotator01,-1
AMU,-1,NTHU,2,21,-1,21,4,-1,-1,annotator01,-1
POST,-1,NTHU,3,21,-1,21,4,-1,-1,annotator01,-1
CAMB,-1,AMU,5,24,-1,24,1,-1,-1,annotator01,-1
CAMB,-1,CUUI,5,24,-1,24,1,-1,-1,annotator01,-1
CAMB,-1,IITB,5,24,-1,24,1,-1,-1,annotator01,-1
CAMB,-1,INPUT,5,24,-1,24,1,-1,-1,annotator01,-1
CAMB,-1,NTHU,5,24,-1,24,1,-1,-1,annotator01,-1
CAMB,-1,POST,5,24,-1,24,1,-1,-1,annotator01,-1
CAMB,-1,SJTU,5,24,-1,24,1,-1,-1,annotator01,-1
CAMB,-1,UFC,5,24,-1,24,1,-1,-1,annotator01,-1
CAMB,-1,UMC,5,24,-1,24,1,-1,-1,annotator01,-1
CAMB,-1,IPN,5,24,-1,24,5,-1,-1,annotator01,-1
CAMB,-1,RAC,5,24,-1,24,5,-1,-1,annotator01,-1
CAMB,-1,PKU,5,24,-1,24,5,-1,-1,annotator01,-1
AMU,-1,IPN,1,24,-1,24,5,-1,-1,annotator01,-1
CUUI,-1,IPN,1,24,-1,24,5,-1,-1,annotator01,-1
IITB,-1,IPN,1,24,-1,24,5,-1,-1,annotator01,-1
INPUT,-1,IPN,1,24,-1,24,5,-1,-1,annotator01,-1
NTHU,-1,IPN,1,24,-1,24,5,-1,-1,annotator01,-1
POST,-1,IPN,1,24,-1,24,5,-1,-1,annotator01,-1
SJTU,-1,IPN,1,24,-1,24,5,-1,-1,annotator01,-1
UFC,-1,IPN,1,24,-1,24,5,-1,-1,annotator01,-1
UMC,-1,IPN,1,24,-1,24,5,-1,-1,annotator01,-1
AMU,-1,RAC,1,24,-1,24,5,-1,-1,annotator01,-1
CUUI,-1,RAC,1,24,-1,24,5,-1,-1,annotator01,-1
IITB,-1,RAC,1,24,-1,24,5,-1,-1,annotator01,-1
INPUT,-1,RAC,1,24,-1,24,5,-1,-1,annotator01,-1
NTHU,-1,RAC,1,24,-1,24,5,-1,-1,annotator01,-1
POST,-1,RAC,1,24,-1,24,5,-1,-1,annotator01,-1
SJTU,-1,RAC,1,24,-1,24,5,-1,-1,annotator01,-1
UFC,-1,RAC,1,24,-1,24,5,-1,-1,annotator01,-1
UMC,-1,RAC,1,24,-1,24,5,-1,-1,annotator01,-1
AMU,-1,PKU,1,24,-1,24,5,-1,-1,annotator01,-1
CUUI,-1,PKU,1,24,-1,24,5,-1,-1,annotator01,-1
IITB,-1,PKU,1,24,-1,24,5,-1,-1,annotator01,-1
INPUT,-1,PKU,1,24,-1,24,5,-1,-1,annotator01,-1
NTHU,-1,PKU,1,24,-1,24,5,-1,-1,annotator01,-1
POST,-1,PKU,1,24,-1,24,5,-1,-1,annotator01,-1
SJTU,-1,PKU,1,24,-1,24,5,-1,-1,annotator01,-1
UFC,-1,PKU,1,24,-1,24,5,-1,-1,annotator01,-1
UMC,-1,PKU,1,24,-1,24,5,-1,-1,annotator01,-1
IPN,-1,RAC,5,24,-1,24,5,-1,-1,annotator01,-1
IPN,-1,PKU,5,24,-1,24,5,-1,-1,annotator01,-1
RAC,-1,PKU,5,24,-1,24,5,-1,-1,annotator01,-1
CAMB,-1,POST,4,27,-1,27,5,-1,-1,annotator01,-1
CAMB,-1,CUUI,4,27,-1,27,5,-1,-1,annotator01,-1
CAMB,-1,UMC,4,27,-1,27,4,-1,-1,annotator01,-1
CAMB,-1,NTHU,4,27,-1,27,4,-1,-1,annotator01,-1
POST,-1,CUUI,5,27,-1,27,5,-1,-1,annotator01,-1
POST,-1,UMC,5,27,-1,27,4,-1,-1,annotator01,-1
POST,-1,NTHU,5,27,-1,27,4,-1,-1,annotator01,-1
CUUI,-1,UMC,5,27,-1,27,4,-1,-1,annotator01,-1
CUUI,-1,NTHU,5,27,-1,27,4,-1,-1,annotator01,-1
UMC,-1,NTHU,4,27,-1,27,4,-1,-1,annotator01,-1
CAMB,-1,POST,5,30,-1,30,5,-1,-1,annotator01,-1
CAMB,-1,RAC,5,30,-1,30,2,-1,-1,annotator01,-1
CAMB,-1,AMU,5,30,-1,30,3,-1,-1,annotator01,-1
CAMB,-1,CUUI,5,30,-1,30,3,-1,-1,annotator01,-1
CAMB,-1,IITB,5,30,-1,30,3,-1,-1,annotator01,-1
CAMB,-1,INPUT,5,30,-1,30,3,-1,-1,annotator01,-1
CAMB,-1,IPN,5,30,-1,30,3,-1,-1,annotator01,-1
CAMB,-1,PKU,5,30,-1,30,3,-1,-1,annotator01,-1
CAMB,-1,SJTU,5,30,-1,30,3,-1,-1,annotator01,-1
CAMB,-1,UFC,5,30,-1,30,3,-1,-1,annotator01,-1
CAMB,-1,UMC,5,30,-1,30,3,-1,-1,annotator01,-1
CAMB,-1,NTHU,5,30,-1,30,5,-1,-1,annotator01,-1
POST,-1,RAC,5,30,-1,30,2,-1,-1,annotator01,-1
POST,-1,AMU,5,30,-1,30,3,-1,-1,annotator01,-1
POST,-1,CUUI,5,30,-1,30,3,-1,-1,annotator01,-1
POST,-1,IITB,5,30,-1,30,3,-1,-1,annotator01,-1
POST,-1,INPUT,5,30,-1,30,3,-1,-1,annotator01,-1
POST,-1,IPN,5,30,-1,30,3,-1,-1,annotator01,-1
POST,-1,PKU,5,30,-1,30,3,-1,-1,annotator01,-1
POST,-1,SJTU,5,30,-1,30,3,-1,-1,annotator01,-1
POST,-1,UFC,5,30,-1,30,3,-1,-1,annotator01,-1
POST,-1,UMC,5,30,-1,30,3,-1,-1,annotator01,-1
POST,-1,NTHU,5,30,-1,30,5,-1,-1,annotator01,-1
RAC,-1,AMU,2,30,-1,30,3,-1,-1,annotator01,-1
RAC,-1,CUUI,2,30,-1,30,3,-1,-1,annotator01,-1
RAC,-1,IITB,2,30,-1,30,3,-1,-1,annotator01,-1
RAC,-1,INPUT,2,30,-1,30,3,-1,-1,annotator01,-1
RAC,-1,IPN,2,30,-1,30,3,-1,-1,annotator01,-1
RAC,-1,PKU,2,30,-1,30,3,-1,-1,annotator01,-1
RAC,-1,SJTU,2,30,-1,30,3,-1,-1,annotator01,-1
RAC,-1,UFC,2,30,-1,30,3,-1,-1,annotator01,-1
RAC,-1,UMC,2,30,-1,30,3,-1,-1,annotator01,-1
RAC,-1,NTHU,2,30,-1,30,5,-1,-1,annotator01,-1
AMU,-1,NTHU,3,30,-1,30,5,-1,-1,annotator01,-1
CUUI,-1,NTHU,3,30,-1,30,5,-1,-1,annotator01,-1
IITB,-1,NTHU,3,30,-1,30,5,-1,-1,annotator01,-1
INPUT,-1,NTHU,3,30,-1,30,5,-1,-1,annotator01,-1
IPN,-1,NTHU,3,30,-1,30,5,-1,-1,annotator01,-1
PKU,-1,NTHU,3,30,-1,30,5,-1,-1,annotator01,-1
SJTU,-1,NTHU,3,30,-1,30,5,-1,-1,annotator01,-1
UFC,-1,NTHU,3,30,-1,30,5,-1,-1,annotator01,-1
UMC,-1,NTHU,3,30,-1,30,5,-1,-1,annotator01,-1
CAMB,-1,POST,3,33,-1,33,5,-1,-1,annotator01,-1
CAMB,-1,AMU,3,33,-1,33,5,-1,-1,annotator01,-1
CAMB,-1,IPN,3,33,-1,33,5,-1,-1,annotator01,-1
CAMB,-1,NTHU,3,33,-1,33,5,-1,-1,annotator01,-1
CAMB,-1,UMC,3,33,-1,33,4,-1,-1,annotator01,-1
POST,-1,AMU,5,33,-1,33,5,-1,-1,annotator01,-1
POST,-1,IPN,5,33,-1,33,5,-1,-1,annotator01,-1
POST,-1,NTHU,5,33,-1,33,5,-1,-1,annotator01,-1
POST,-1,UMC,5,33,-1,33,4,-1,-1,annotator01,-1
AMU,-1,IPN,5,33,-1,33,5,-1,-1,annotator01,-1
AMU,-1,NTHU,5,33,-1,33,5,-1,-1,annotator01,-1
AMU,-1,UMC,5,33,-1,33,4,-1,-1,annotator01,-1
IPN,-1,UMC,5,33,-1,33,4,-1,-1,annotator01,-1
NTHU,-1,UMC,5,33,-1,33,4,-1,-1,annotator01,-1
AMU,-1,CAMB,5,36,-1,36,1,-1,-1,annotator01,-1
IITB,-1,CAMB,5,36,-1,36,1,-1,-1,annotator01,-1
INPUT,-1,CAMB,5,36,-1,36,1,-1,-1,annotator01,-1
IPN,-1,CAMB,5,36,-1,36,1,-1,-1,annotator01,-1
NTHU,-1,CAMB,5,36,-1,36,1,-1,-1,annotator01,-1
RAC,-1,CAMB,5,36,-1,36,1,-1,-1,annotator01,-1
UFC,-1,CAMB,5,36,-1,36,1,-1,-1,annotator01,-1
AMU,-1,POST,5,36,-1,36,2,-1,-1,annotator01,-1
IITB,-1,POST,5,36,-1,36,2,-1,-1,annotator01,-1
INPUT,-1,POST,5,36,-1,36,2,-1,-1,annotator01,-1
IPN,-1,POST,5,36,-1,36,2,-1,-1,annotator01,-1
NTHU,-1,POST,5,36,-1,36,2,-1,-1,annotator01,-1
RAC,-1,POST,5,36,-1,36,2,-1,-1,annotator01,-1
UFC,-1,POST,5,36,-1,36,2,-1,-1,annotator01,-1
AMU,-1,CUUI,5,36,-1,36,2,-1,-1,annotator01,-1
AMU,-1,PKU,5,36,-1,36,2,-1,-1,annotator01,-1
AMU,-1,SJTU,5,36,-1,36,2,-1,-1,annotator01,-1
IITB,-1,CUUI,5,36,-1,36,2,-1,-1,annotator01,-1
IITB,-1,PKU,5,36,-1,36,2,-1,-1,annotator01,-1
IITB,-1,SJTU,5,36,-1,36,2,-1,-1,annotator01,-1
INPUT,-1,CUUI,5,36,-1,36,2,-1,-1,annotator01,-1
INPUT,-1,PKU,5,36,-1,36,2,-1,-1,annotator01,-1
INPUT,-1,SJTU,5,36,-1,36,2,-1,-1,annotator01,-1
IPN,-1,CUUI,5,36,-1,36,2,-1,-1,annotator01,-1
IPN,-1,PKU,5,36,-1,36,2,-1,-1,annotator01,-1
IPN,-1,SJTU,5,36,-1,36,2,-1,-1,annotator01,-1
NTHU,-1,CUUI,5,36,-1,36,2,-1,-1,annotator01,-1
NTHU,-1,PKU,5,36,-1,36,2,-1,-1,annotator01,-1
NTHU,-1,SJTU,5,36,-1,36,2,-1,-1,annotator01,-1
RAC,-1,CUUI,5,36,-1,36,2,-1,-1,annotator01,-1
RAC,-1,PKU,5,36,-1,36,2,-1,-1,annotator01,-1
RAC,-1,SJTU,5,36,-1,36,2,-1,-1,annotator01,-1
UFC,-1,CUUI,5,36,-1,36,2,-1,-1,annotator01,-1
UFC,-1,PKU,5,36,-1,36,2,-1,-1,annotator01,-1
UFC,-1,SJTU,5,36,-1,36,2,-1,-1,annotator01,-1
AMU,-1,UMC,5,36,-1,36,2,-1,-1,annotator01,-1
IITB,-1,UMC,5,36,-1,36,2,-1,-1,annotator01,-1
INPUT,-1,UMC,5,36,-1,36,2,-1,-1,annotator01,-1
IPN,-1,UMC,5,36,-1,36,2,-1,-1,annotator01,-1
NTHU,-1,UMC,5,36,-1,36,2,-1,-1,annotator01,-1
RAC,-1,UMC,5,36,-1,36,2,-1,-1,annotator01,-1
UFC,-1,UMC,5,36,-1,36,2,-1,-1,annotator01,-1
CAMB,-1,POST,1,36,-1,36,2,-1,-1,annotator01,-1
CAMB,-1,CUUI,1,36,-1,36,2,-1,-1,annotator01,-1
CAMB,-1,PKU,1,36,-1,36,2,-1,-1,annotator01,-1
CAMB,-1,SJTU,1,36,-1,36,2,-1,-1,annotator01,-1
CAMB,-1,UMC,1,36,-1,36,2,-1,-1,annotator01,-1
POST,-1,CUUI,2,36,-1,36,2,-1,-1,annotator01,-1
POST,-1,PKU,2,36,-1,36,2,-1,-1,annotator01,-1
POST,-1,SJTU,2,36,-1,36,2,-1,-1,annotator01,-1
POST,-1,UMC,2,36,-1,36,2,-1,-1,annotator01,-1
CUUI,-1,UMC,2,36,-1,36,2,-1,-1,annotator01,-1
PKU,-1,UMC,2,36,-1,36,2,-1,-1,annotator01,-1
SJTU,-1,UMC,2,36,-1,36,2,-1,-1,annotator01,-1
INPUT,-1,AMU,5,39,-1,39,2,-1,-1,annotator01,-1
RAC,-1,AMU,5,39,-1,39,2,-1,-1,annotator01,-1
SJTU,-1,AMU,5,39,-1,39,2,-1,-1,annotator01,-1
UFC,-1,AMU,5,39,-1,39,2,-1,-1,annotator01,-1
INPUT,-1,CUUI,5,39,-1,39,3,-1,-1,annotator01,-1
RAC,-1,CUUI,5,39,-1,39,3,-1,-1,annotator01,-1
SJTU,-1,CUUI,5,39,-1,39,3,-1,-1,annotator01,-1
UFC,-1,CUUI,5,39,-1,39,3,-1,-1,annotator01,-1
INPUT,-1,UMC,5,39,-1,39,4,-1,-1,annotator01,-1
RAC,-1,UMC,5,39,-1,39,4,-1,-1,annotator01,-1
SJTU,-1,UMC,5,39,-1,39,4,-1,-1,annotator01,-1
UFC,-1,UMC,5,39,-1,39,4,-1,-1,annotator01,-1
INPUT,-1,PKU,5,39,-1,39,2,-1,-1,annotator01,-1
