,srclang,trglang,srcIndex,documentId,segmentId,judgeId,system1Number,system1id,system1rank,system2Number,system2id,system2rank,system3Number,system3id,system3rank,system4Number,system4id,system4rank,system5Number,system5id,system5rank,system6Number,system6id,system6rank,system7Number,system7id,system7rank,system8Number,system8id,system8rank,system9Number,system9id,system9rank,system10Number,system10id,system10rank,system11Number,system11id,system11rank,system12Number,system12id,system12rank,system13Number,system13id,system13rank,system14Number,system14id,system14rank
38,Complex,simple,346.0,-1,346.0,combined0.45,-1,POST,4,-1,JMGR,5,-1,AMU,5,-1,CUUI,5,-1,IITB,1,-1,IPN,5,-1,NTHU,5,-1,PKU,5,-1,RAC,5,-1,SJTU,1,-1,UFC,5,-1,UMC,3,-1,CAMB,5,-1,NUCLEA,5
39,Complex,simple,116.0,-1,116.0,combined0.45,-1,POST,11,-1,JMGR,3,-1,AMU,3,-1,CUUI,11,-1,IITB,3,-1,IPN,1,-1,NTHU,14,-1,PKU,1,-1,RAC,3,-1,SJTU,9,-1,UFC,3,-1,UMC,10,-1,CAMB,13,-1,NUCLEA,8
40,Complex,simple,650.0,-1,650.0,combined0.45,-1,POST,6,-1,JMGR,7,-1,AMU,11,-1,CUUI,7,-1,IITB,2,-1,IPN,2,-1,NTHU,14,-1,PKU,12,-1,RAC,1,-1,SJTU,2,-1,UFC,12,-1,UMC,7,-1,CAMB,2,-1,NUCLEA,7
41,Complex,simple,693.0,-1,693.0,combined0.45,-1,POST,8,-1,JMGR,1,-1,AMU,9,-1,CUUI,13,-1,IITB,6,-1,IPN,9,-1,NTHU,1,-1,PKU,9,-1,RAC,13,-1,SJTU,6,-1,UFC,9,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
42,Complex,simple,754.0,-1,754.0,combined0.45,-1,POST,8,-1,JMGR,3,-1,AMU,3,-1,CUUI,9,-1,IITB,5,-1,IPN,11,-1,NTHU,14,-1,PKU,1,-1,RAC,1,-1,SJTU,5,-1,UFC,11,-1,UMC,5,-1,CAMB,13,-1,NUCLEA,10
43,Complex,simple,560.0,-1,560.0,combined0.45,-1,POST,14,-1,JMGR,1,-1,AMU,13,-1,CUUI,11,-1,IITB,1,-1,IPN,8,-1,NTHU,12,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,9,-1,CAMB,9,-1,NUCLEA,1
44,Complex,simple,979.0,-1,979.0,combined0.45,-1,POST,11,-1,JMGR,1,-1,AMU,11,-1,CUUI,6,-1,IITB,1,-1,IPN,6,-1,NTHU,11,-1,PKU,11,-1,RAC,6,-1,SJTU,1,-1,UFC,6,-1,UMC,6,-1,CAMB,1,-1,NUCLEA,5
45,Complex,simple,847.0,-1,847.0,combined0.45,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,14,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
46,Complex,simple,853.0,-1,853.0,combined0.45,-1,POST,14,-1,JMGR,8,-1,AMU,8,-1,CUUI,12,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,7,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,8,-1,CAMB,8,-1,NUCLEA,13
47,Complex,simple,443.0,-1,443.0,combined0.45,-1,POST,2,-1,JMGR,2,-1,AMU,9,-1,CUUI,2,-1,IITB,2,-1,IPN,9,-1,NTHU,9,-1,PKU,2,-1,RAC,9,-1,SJTU,2,-1,UFC,9,-1,UMC,1,-1,CAMB,2,-1,NUCLEA,9
48,Complex,simple,378.0,-1,378.0,combined0.45,-1,POST,11,-1,JMGR,12,-1,AMU,10,-1,CUUI,9,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,12,-1,SJTU,1,-1,UFC,12,-1,UMC,8,-1,CAMB,7,-1,NUCLEA,1
49,Complex,simple,561.0,-1,561.0,combined0.45,-1,POST,3,-1,JMGR,4,-1,AMU,4,-1,CUUI,4,-1,IITB,1,-1,IPN,4,-1,NTHU,14,-1,PKU,4,-1,RAC,4,-1,SJTU,1,-1,UFC,4,-1,UMC,4,-1,CAMB,4,-1,NUCLEA,13
50,Complex,simple,326.0,-1,326.0,combined0.45,-1,POST,2,-1,JMGR,2,-1,AMU,2,-1,CUUI,2,-1,IITB,2,-1,IPN,2,-1,NTHU,2,-1,PKU,2,-1,RAC,2,-1,SJTU,2,-1,UFC,2,-1,UMC,1,-1,CAMB,2,-1,NUCLEA,2
51,Complex,simple,955.0,-1,955.0,combined0.45,-1,POST,3,-1,JMGR,3,-1,AMU,3,-1,CUUI,3,-1,IITB,1,-1,IPN,3,-1,NTHU,3,-1,PKU,14,-1,RAC,3,-1,SJTU,1,-1,UFC,3,-1,UMC,3,-1,CAMB,3,-1,NUCLEA,3
52,Complex,simple,210.0,-1,210.0,combined0.45,-1,POST,14,-1,JMGR,1,-1,AMU,10,-1,CUUI,11,-1,IITB,8,-1,IPN,3,-1,NTHU,11,-1,PKU,3,-1,RAC,3,-1,SJTU,8,-1,UFC,3,-1,UMC,3,-1,CAMB,1,-1,NUCLEA,13
53,Complex,simple,271.0,-1,271.0,combined0.45,-1,POST,4,-1,JMGR,4,-1,AMU,4,-1,CUUI,4,-1,IITB,1,-1,IPN,4,-1,NTHU,4,-1,PKU,4,-1,RAC,4,-1,SJTU,1,-1,UFC,4,-1,UMC,4,-1,CAMB,4,-1,NUCLEA,3
54,Complex,simple,1140.0,-1,1140.0,combined0.45,-1,POST,3,-1,JMGR,8,-1,AMU,4,-1,CUUI,4,-1,IITB,1,-1,IPN,8,-1,NTHU,8,-1,PKU,8,-1,RAC,8,-1,SJTU,1,-1,UFC,8,-1,UMC,4,-1,CAMB,4,-1,NUCLEA,8
55,Complex,simple,396.0,-1,396.0,combined0.45,-1,POST,14,-1,JMGR,6,-1,AMU,7,-1,CUUI,8,-1,IITB,1,-1,IPN,4,-1,NTHU,1,-1,PKU,10,-1,RAC,13,-1,SJTU,1,-1,UFC,4,-1,UMC,12,-1,CAMB,11,-1,NUCLEA,9
56,Complex,simple,466.0,-1,466.0,combined0.45,-1,POST,6,-1,JMGR,1,-1,AMU,6,-1,CUUI,6,-1,IITB,1,-1,IPN,6,-1,NTHU,6,-1,PKU,6,-1,RAC,6,-1,SJTU,1,-1,UFC,6,-1,UMC,5,-1,CAMB,4,-1,NUCLEA,6
57,Complex,simple,1158.0,-1,1158.0,combined0.45,-1,POST,11,-1,JMGR,3,-1,AMU,3,-1,CUUI,11,-1,IITB,2,-1,IPN,3,-1,NTHU,1,-1,PKU,3,-1,RAC,3,-1,SJTU,13,-1,UFC,3,-1,UMC,3,-1,CAMB,14,-1,NUCLEA,3
58,Complex,simple,726.0,-1,726.0,combined0.45,-1,POST,7,-1,JMGR,11,-1,AMU,11,-1,CUUI,11,-1,IITB,1,-1,IPN,4,-1,NTHU,5,-1,PKU,7,-1,RAC,7,-1,SJTU,1,-1,UFC,7,-1,UMC,1,-1,CAMB,6,-1,NUCLEA,11
59,Complex,simple,97.0,-1,97.0,combined0.45,-1,POST,4,-1,JMGR,4,-1,AMU,11,-1,CUUI,12,-1,IITB,1,-1,IPN,4,-1,NTHU,14,-1,PKU,8,-1,RAC,1,-1,SJTU,1,-1,UFC,4,-1,UMC,13,-1,CAMB,9,-1,NUCLEA,10
60,Complex,simple,699.0,-1,699.0,combined0.45,-1,POST,1,-1,JMGR,5,-1,AMU,5,-1,CUUI,1,-1,IITB,5,-1,IPN,5,-1,NTHU,5,-1,PKU,1,-1,RAC,1,-1,SJTU,5,-1,UFC,5,-1,UMC,5,-1,CAMB,5,-1,NUCLEA,5
61,Complex,simple,75.0,-1,75.0,combined0.45,-1,POST,11,-1,JMGR,1,-1,AMU,3,-1,CUUI,9,-1,IITB,3,-1,IPN,14,-1,NTHU,10,-1,PKU,3,-1,RAC,3,-1,SJTU,3,-1,UFC,3,-1,UMC,11,-1,CAMB,13,-1,NUCLEA,1
62,Complex,simple,799.0,-1,799.0,combined0.45,-1,POST,10,-1,JMGR,6,-1,AMU,10,-1,CUUI,10,-1,IITB,1,-1,IPN,8,-1,NTHU,6,-1,PKU,1,-1,RAC,10,-1,SJTU,1,-1,UFC,8,-1,UMC,14,-1,CAMB,5,-1,NUCLEA,1
63,Complex,simple,71.0,-1,71.0,combined0.45,-1,POST,13,-1,JMGR,3,-1,AMU,11,-1,CUUI,10,-1,IITB,1,-1,IPN,3,-1,NTHU,3,-1,PKU,3,-1,RAC,3,-1,SJTU,1,-1,UFC,3,-1,UMC,3,-1,CAMB,14,-1,NUCLEA,11
64,Complex,simple,383.0,-1,383.0,combined0.45,-1,POST,9,-1,JMGR,9,-1,AMU,1,-1,CUUI,9,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,12,-1,CAMB,12,-1,NUCLEA,14
65,Complex,simple,511.0,-1,511.0,combined0.45,-1,POST,12,-1,JMGR,1,-1,AMU,10,-1,CUUI,14,-1,IITB,1,-1,IPN,1,-1,NTHU,12,-1,PKU,9,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,10,-1,CAMB,1,-1,NUCLEA,1
66,Complex,simple,30.0,-1,30.0,combined0.45,-1,POST,11,-1,JMGR,7,-1,AMU,1,-1,CUUI,12,-1,IITB,1,-1,IPN,9,-1,NTHU,10,-1,PKU,1,-1,RAC,13,-1,SJTU,1,-1,UFC,1,-1,UMC,8,-1,CAMB,6,-1,NUCLEA,14
67,Complex,simple,733.0,-1,733.0,combined0.45,-1,POST,2,-1,JMGR,2,-1,AMU,2,-1,CUUI,2,-1,IITB,2,-1,IPN,2,-1,NTHU,2,-1,PKU,2,-1,RAC,2,-1,SJTU,1,-1,UFC,2,-1,UMC,2,-1,CAMB,2,-1,NUCLEA,2
68,Complex,simple,756.0,-1,756.0,combined0.45,-1,POST,2,-1,JMGR,2,-1,AMU,2,-1,CUUI,12,-1,IITB,5,-1,IPN,14,-1,NTHU,5,-1,PKU,13,-1,RAC,5,-1,SJTU,5,-1,UFC,5,-1,UMC,5,-1,CAMB,1,-1,NUCLEA,5
69,Complex,simple,504.0,-1,504.0,combined0.45,-1,POST,11,-1,JMGR,11,-1,AMU,1,-1,CUUI,11,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,8,-1,RAC,1,-1,SJTU,8,-1,UFC,1,-1,UMC,11,-1,CAMB,10,-1,NUCLEA,1
70,Complex,simple,314.0,-1,314.0,combined0.45,-1,POST,12,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,14,-1,NTHU,12,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
71,Complex,simple,1064.0,-1,1064.0,combined0.45,-1,POST,11,-1,JMGR,1,-1,AMU,10,-1,CUUI,9,-1,IITB,1,-1,IPN,1,-1,NTHU,11,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,13,-1,NUCLEA,14
72,Complex,simple,128.0,-1,128.0,combined0.45,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,14,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
73,Complex,simple,924.0,-1,924.0,combined0.45,-1,POST,10,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,12,-1,PKU,1,-1,RAC,13,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,11,-1,NUCLEA,14
74,Complex,simple,218.0,-1,218.0,combined0.45,-1,POST,1,-1,JMGR,1,-1,AMU,7,-1,CUUI,1,-1,IITB,1,-1,IPN,7,-1,NTHU,13,-1,PKU,10,-1,RAC,11,-1,SJTU,1,-1,UFC,11,-1,UMC,7,-1,CAMB,14,-1,NUCLEA,1
75,Complex,simple,281.0,-1,281.0,combined0.45,-1,POST,10,-1,JMGR,10,-1,AMU,3,-1,CUUI,10,-1,IITB,1,-1,IPN,8,-1,NTHU,9,-1,PKU,5,-1,RAC,5,-1,SJTU,1,-1,UFC,10,-1,UMC,10,-1,CAMB,7,-1,NUCLEA,4
76,Complex,simple,232.0,-1,232.0,combined0.45,-1,POST,3,-1,JMGR,3,-1,AMU,3,-1,CUUI,3,-1,IITB,1,-1,IPN,3,-1,NTHU,3,-1,PKU,3,-1,RAC,3,-1,SJTU,1,-1,UFC,3,-1,UMC,3,-1,CAMB,3,-1,NUCLEA,3
77,Complex,simple,357.0,-1,357.0,combined0.45,-1,POST,12,-1,JMGR,8,-1,AMU,8,-1,CUUI,8,-1,IITB,1,-1,IPN,1,-1,NTHU,14,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,12,-1,NUCLEA,8
78,Complex,simple,1246.0,-1,1246.0,combined0.45,-1,POST,9,-1,JMGR,9,-1,AMU,1,-1,CUUI,12,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,12,-1,CAMB,9,-1,NUCLEA,14
79,Complex,simple,872.0,-1,872.0,combined0.45,-1,POST,6,-1,JMGR,4,-1,AMU,7,-1,CUUI,4,-1,IITB,1,-1,IPN,7,-1,NTHU,7,-1,PKU,7,-1,RAC,7,-1,SJTU,1,-1,UFC,7,-1,UMC,7,-1,CAMB,3,-1,NUCLEA,14
80,Complex,simple,945.0,-1,945.0,combined0.45,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,13,-1,CAMB,13,-1,NUCLEA,1
81,Complex,simple,1167.0,-1,1167.0,combined0.45,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
82,Complex,simple,1190.0,-1,1190.0,combined0.45,-1,POST,12,-1,JMGR,6,-1,AMU,14,-1,CUUI,12,-1,IITB,1,-1,IPN,6,-1,NTHU,6,-1,PKU,6,-1,RAC,6,-1,SJTU,4,-1,UFC,6,-1,UMC,3,-1,CAMB,5,-1,NUCLEA,2
83,Complex,simple,776.0,-1,776.0,combined0.45,-1,POST,9,-1,JMGR,3,-1,AMU,2,-1,CUUI,8,-1,IITB,3,-1,IPN,9,-1,NTHU,9,-1,PKU,1,-1,RAC,6,-1,SJTU,3,-1,UFC,9,-1,UMC,9,-1,CAMB,14,-1,NUCLEA,7
84,Complex,simple,63.0,-1,63.0,combined0.45,-1,POST,1,-1,JMGR,14,-1,AMU,4,-1,CUUI,6,-1,IITB,7,-1,IPN,2,-1,NTHU,9,-1,PKU,11,-1,RAC,13,-1,SJTU,7,-1,UFC,2,-1,UMC,10,-1,CAMB,5,-1,NUCLEA,12
